1988.792	8.1097
1988.875	8.109449999999999
1988.958	8.1092
1989.042	8.1168
1989.125	8.1316
1989.208	8.1218
1989.292	8.1188
1989.375	8.1158
1989.458	8.1018
1989.542	8.0991
1989.625	8.093
1989.708	8.099
1989.792	8.0858
1989.875	8.1101
1989.958	8.121649999999999
1990.042	8.1332
1990.125	8.1229
1990.208	8.134
1990.292	8.1229
1990.375	8.1167
1990.458	8.1232
1990.542	8.1084
1990.625	8.0967
1990.708	8.085
1990.792	8.097066666666667
1990.875	8.109133333333334
1990.958	8.1212
1991.042	8.1234
1991.125	8.1256
1991.208	8.1263
1991.292	8.1231
1991.375	8.1144
1991.458	8.1139
1991.542	8.112
1991.625	8.0992
1991.708	8.0943
1991.792	8.0981
1991.875	8.10105
1991.958	8.104
1992.042	8.1177
1992.125	8.1256
1992.208	8.119
1992.292	8.1099
1992.375	8.112549999999999
1992.458	8.1152
1992.542	8.0977
1992.625	8.0956
1992.708	8.0933
1992.792	8.087
1992.875	8.1052
1992.958	8.1161
1993.042	8.1349
1993.125	8.1325
1993.208	8.11995
1993.292	8.1074
1993.375	8.1105
1993.458	8.102924999999999
1993.542	8.09535
1993.625	8.087775
1993.708	8.0802
1993.792	8.094
1993.875	8.112933333333332
1993.958	8.131866666666667
1994.042	8.1508
1994.125	8.1357
1994.208	8.1204
1994.292	8.1143
1994.375	8.1082
1994.458	8.1021
1994.542	8.0858
1994.625	8.0883
1994.708	8.0875
1994.792	8.088
1994.875	8.1048
1994.958	8.106499999999999
1995.042	8.1082
1995.125	8.1099
1995.208	8.1171
1995.292	8.1038
1995.375	8.1149
1995.458	8.1043
1995.542	8.0937
1995.625	8.0933
1995.708	8.0886
1995.792	8.0997
1995.875	8.1135
1995.958	8.11045
1996.042	8.1074
1996.125	8.1098
1996.208	8.1122
1996.292	8.1066
1996.375	8.0946
1996.458	8.0902
1996.542	8.0889
1996.625	8.0829
1996.708	8.08325
1996.792	8.0836
1996.875	8.0924
1996.958	8.1014
1997.042	8.1102
1997.125	8.0856
1997.208	8.1138
1997.292	8.1155
1997.375	8.101
1997.458	8.1058
1997.542	8.0895
1997.625	8.089
1997.708	8.0805
1997.792	8.089766666666668
1997.875	8.099033333333333
1997.958	8.1083
1998.042	8.1097
1998.125	8.1135
1998.208	8.1044
1998.292	8.1078
1998.375	8.105
1998.458	8.0937
1998.542	8.0805
1998.625	8.0818
1998.708	8.076
1998.792	8.0818
1998.875	8.0825
1998.958	8.0948
1999.042	8.0895
1999.125	8.0997
1999.208	8.135
1999.292	8.123
1999.375	8.1
1999.458	8.0969
1999.542	8.0938
1999.625	8.0759
1999.708	8.0735
1999.792	8.0711
1999.875	8.0824
1999.958	8.0818
2000.042	8.0892
2000.125	8.0966
2000.208	8.0946
2000.292	8.0941
2000.375	8.0677
2000.458	8.0831
2000.542	8.0872
2000.625	8.0827
2000.708	8.07525
2000.792	8.0678
2000.875	8.095
2000.958	8.0922
2001.042	8.0929
2001.125	8.0881
2001.208	8.0894
2001.292	8.0938
2001.375	8.0948
2001.458	8.0984
2001.542	8.0857
2001.625	8.0757
2001.708	8.068
2001.792	8.0885
2001.875	8.0814
2001.958	8.0925
2002.042	8.0959
2002.125	8.108
2002.208	8.1085
2002.292	8.0948
2002.375	8.0811
2002.458	8.071
2002.542	8.0708
2002.625	8.0706
2002.708	8.0784
2002.792	8.0862
2002.875	8.0876
2002.958	8.0937
2003.042	8.1025
2003.125	8.104
2003.208	8.1016
2003.292	8.0963
2003.375	8.0905
2003.458	8.0824
2003.542	8.0777
2003.625	8.0829
2003.708	8.0851
2003.792	8.0873
2003.875	8.0884
2003.958	8.1134
2004.042	8.0967
2004.125	8.1096
2004.208	8.1244
2004.292	8.0988
2004.375	8.0878
2004.458	8.0852
2004.542	8.0701
2004.625	8.071
2004.708	8.0705
2004.792	8.0836
2004.875	8.0898
2004.958	8.0992
2005.042	8.09775
2005.125	8.0963
2005.208	8.1065
2005.292	8.0982
2005.375	8.0899
2005.458	8.0809
2005.542	8.0664
2005.625	8.0751
2005.708	8.0601
2005.792	8.0777
2005.875	8.0843
2005.958	8.0888
2006.042	8.1135
2006.125	8.0953
2006.208	8.1084
2006.292	8.104
2006.375	8.0901
2006.458	8.0646
2006.542	8.0804
2006.625	8.0723
2006.708	8.077
2006.792	8.0679
2006.875	8.0772
2006.958	8.0908
2007.042	8.09775
2007.125	8.1047
2007.208	8.0973
2007.292	8.08905
2007.375	8.0808
2007.458	8.071950000000001
2007.542	8.0631
2007.625	8.066
2007.708	8.0616
2007.792	8.0639
2007.875	8.0678
2007.958	8.0856
2008.042	8.0957
2008.125	8.0957
2008.208	8.086933333333334
2008.292	8.078166666666666
2008.375	8.0694
2008.458	8.0735
2008.542	8.0635
2008.625	8.0729
2008.708	8.0764
2008.792	8.0799
2008.875	8.08075
2008.958	8.0816
2009.042	8.0996
2009.125	8.1084
2009.208	8.0991
2009.292	8.0898
2009.375	8.0693
2009.458	8.0676
2009.542	8.0584
2009.625	8.0614
2009.708	8.0541
2009.792	8.060400000000001
2009.875	8.0667
2009.958	8.0801
2010.042	8.0857
2010.125	8.0913
2010.208	8.0969
2010.292	8.0968
2010.375	8.0839
2010.458	8.0688
2010.542	8.0703
2010.625	8.0785
2010.708	8.0691
2010.792	8.0651
2010.875	8.0715
2010.958	8.080300000000001
2011.042	8.0891
2011.125	8.09045
2011.208	8.0918
2011.292	8.0885
2011.375	8.0797
2011.458	8.07465
2011.542	8.0696
2011.625	8.0717
2011.708	8.0645
2011.792	8.06595
2011.875	8.0674
2011.958	8.0811
2012.042	8.0876
2012.125	8.08905
2012.208	8.0905
2012.292	8.0815
2012.375	8.0725
2012.458	8.0664
2012.542	8.05815
2012.625	8.0499
2012.708	8.0477
2012.792	8.0587
2012.875	8.0642
2012.958	8.0697
2013.042	8.0759
2013.125	8.0821
2013.208	8.084
2013.292	8.0822
2013.375	8.0571
2013.458	8.0581
2013.542	8.055366666666666
2013.625	8.052633333333333
2013.708	8.0499
2013.792	8.0633
2013.875	8.0733
2013.958	8.0824
2014.042	8.0817
2014.125	8.0888
2014.208	8.0806
2014.292	8.0857
2014.375	8.080400000000001
2014.458	8.0751
2014.542	8.06
2014.625	8.05085
2014.708	8.0417
2014.792	8.0516
2014.875	8.0709
2014.958	8.0744
2015.042	8.07625
2015.125	8.0781
2015.208	8.0776
2015.292	8.0822
2015.375	8.0764
2015.458	8.058
2015.542	8.0424
2015.625	8.0536
2015.708	8.05875
2015.792	8.0639
2015.875	8.067
2015.958	8.0711
2016.042	8.0818
2016.125	8.0814
2016.208	8.0832
2016.292	8.0779
2016.375	8.0642
2016.458	8.06115
2016.542	8.0581
2016.625	8.0572
2016.708	8.056149999999999
2016.792	8.0551
2016.875	8.0676
2016.958	8.0689
2017.042	8.0702
2017.125	8.0742
2017.208	8.0775
2017.292	8.0652
2017.375	8.0634
2017.458	8.0511
2017.542	8.05025
2017.625	8.0494
2017.708	8.050550000000001
2017.792	8.0517
2017.875	8.0622
2017.958	8.0811
2018.042	8.0807
2018.125	8.0803
2018.208	8.08095
2018.292	8.0816
2018.375	8.0758
2018.458	8.0541
2018.542	8.0548
2018.625	8.047550000000001
2018.708	8.0403
2018.792	8.0576
2018.875	8.0608
2018.958	8.0656
2019.042	8.0704
2019.125	8.0754
2019.208	8.07
2019.292	8.0646
2019.375	8.0592
2019.458	8.0438
2019.542	8.043
2019.625	8.0391
2019.708	8.0272
2019.792	8.0494
2019.875	8.0537
2019.958	8.058
2020.042	8.0672
2020.125	8.0612
2020.208	8.057
2020.292	8.0528
2020.375	8.0486
2020.458	8.0444
2020.542	8.0402
2020.625	8.0414
2020.708	8.0494
2020.792	8.0426
2020.875	8.0591
2020.958	8.0616
2021.042	8.0706
2021.125	8.0618
2021.208	8.0714
2021.292	8.0728
2021.375	8.0557
2021.458	8.0423
2021.542	8.0366
2021.625	8.040166666666666
2021.708	8.043733333333334
2021.792	8.0473
2021.875	8.04735
2021.958	8.0474
2022.042	8.049
2022.125	8.0506
2022.208	8.0522
2022.292	8.044899999999998
2022.375	8.0376
2022.458	8.04335
2022.542	8.0491
2022.625	8.041599999999999
2022.708	8.0341
